OBSERVATION_ID,OBSERVATION_DATE,OBSERVATION_YEAR,OBSERVATION_MONTH,DAY_OF_YEAR,SPECIES_ID,COMMON_NAME,SCIENTIFIC_NAME,PLANT_GROUP,PHENOPHASE_NAME,PHENOPHASE_ID,OBSERVATION_TYPE,OBSERVATION_COMMENT,LATITUDE,LONGITUDE,SITE_ID,SITE_NAME,SITE_CITY,SITE_STATE,SITE_COMMENT,OBSERVER_ID
41493,2014-09-30,2014,9,273,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Changing Color (None),120,Single,Exiting the full fruit phase since there were no fruits visible.,41.992288,-87.656865,14618,N Coffey Hall,Chicago,IL,,23437
41494,2014-09-30,2014,9,273,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Dropping (None),130,Single,Exiting the full fruit phase since there were no fruits visible.,41.992288,-87.656865,14618,N Coffey Hall,Chicago,IL,,23437
41495,2014-09-30,2014,9,273,42,Black locust,Robinia pseudoacacia,occ_trees,Flowers (None),140,Single,Exiting the full fruit phase since there were no fruits visible.,41.992288,-87.656865,14618,N Coffey Hall,Chicago,IL,,23437
41496,2014-09-30,2014,9,273,42,Black locust,Robinia pseudoacacia,occ_trees,Fruit (None),150,Single,Exiting the full fruit phase since there were no fruits visible.,41.992288,-87.656865,14618,N Coffey Hall,Chicago,IL,,23437
41497,2014-10-07,2014,10,280,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Unfolding (None),110,Single,50% of its leaves were already changing color.,41.981602,-87.656264,14619,N Coffey Hall,Chicago,IL,,23437
41498,2014-10-07,2014,10,280,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Changing Color (Middle),122,Single,50% of its leaves were already changing color.,41.981602,-87.656264,14619,N Coffey Hall,Chicago,IL,,23437
41499,2014-10-07,2014,10,280,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Dropping (None),130,Single,50% of its leaves were already changing color.,41.981602,-87.656264,14619,N Coffey Hall,Chicago,IL,,23437
41500,2014-10-07,2014,10,280,42,Black locust,Robinia pseudoacacia,occ_trees,Flowers (None),140,Single,50% of its leaves were already changing color.,41.981602,-87.656264,14619,N Coffey Hall,Chicago,IL,,23437
41501,2014-10-07,2014,10,280,42,Black locust,Robinia pseudoacacia,occ_trees,Fruit (None),150,Single,50% of its leaves were already changing color.,41.981602,-87.656264,14619,N Coffey Hall,Chicago,IL,,23437
41502,2014-10-12,2014,10,285,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Unfolding (None),110,Single,"All of my trees leaves were yellow, and roughly 30% of its leaves had fallen.",41.981761,-87.656479,14620,N Coffey Hall,Chicago,IL,,23437
41503,2014-10-12,2014,10,285,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Changing Color (Late),123,Single,"All of my trees leaves were yellow, and roughly 30% of its leaves had fallen.",41.981761,-87.656479,14620,N Coffey Hall,Chicago,IL,,23437
41504,2014-10-12,2014,10,285,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Dropping (Early),131,Single,"All of my trees leaves were yellow, and roughly 30% of its leaves had fallen.",41.981761,-87.656479,14620,N Coffey Hall,Chicago,IL,,23437
41505,2014-10-12,2014,10,285,42,Black locust,Robinia pseudoacacia,occ_trees,Flowers (None),140,Single,"All of my trees leaves were yellow, and roughly 30% of its leaves had fallen.",41.981761,-87.656479,14620,N Coffey Hall,Chicago,IL,,23437
41506,2014-10-12,2014,10,285,42,Black locust,Robinia pseudoacacia,occ_trees,Fruit (None),150,Single,"All of my trees leaves were yellow, and roughly 30% of its leaves had fallen.",41.981761,-87.656479,14620,N Coffey Hall,Chicago,IL,,23437
41507,2014-10-19,2014,10,292,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Unfolding (None),110,Single,"Between 75% and 80% of my tree's leaves had fallen. Bark is covered in more moss.",41.997933,-87.656951,14621,N Coffey Hall,Chicago,IL,,23437
41508,2014-10-19,2014,10,292,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Changing Color (None),120,Single,"Between 75% and 80% of my tree's leaves had fallen. Bark is covered in more moss.",41.997933,-87.656951,14621,N Coffey Hall,Chicago,IL,,23437
41509,2014-10-19,2014,10,292,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Dropping (Late),133,Single,"Between 75% and 80% of my tree's leaves had fallen. Bark is covered in more moss.",41.997933,-87.656951,14621,N Coffey Hall,Chicago,IL,,23437
41510,2014-10-19,2014,10,292,42,Black locust,Robinia pseudoacacia,occ_trees,Flowers (None),140,Single,"Between 75% and 80% of my tree's leaves had fallen. Bark is covered in more moss.",41.997933,-87.656951,14621,N Coffey Hall,Chicago,IL,,23437
41511,2014-10-19,2014,10,292,42,Black locust,Robinia pseudoacacia,occ_trees,Fruit (None),150,Single,"Between 75% and 80% of my tree's leaves had fallen. Bark is covered in more moss.",41.997933,-87.656951,14621,N Coffey Hall,Chicago,IL,,23437
41512,2014-10-26,2014,10,299,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Unfolding (None),110,Single,All leaves have fallen.,41.997975,-87.656977,14622,N Coffey Hall,Chicago,IL,,23437
41513,2014-10-26,2014,10,299,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Changing Color (None),120,Single,All leaves have fallen.,41.997975,-87.656977,14622,N Coffey Hall,Chicago,IL,,23437
41514,2014-10-26,2014,10,299,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Dropping (Late),133,Single,All leaves have fallen.,41.997975,-87.656977,14622,N Coffey Hall,Chicago,IL,,23437
41515,2014-10-26,2014,10,299,42,Black locust,Robinia pseudoacacia,occ_trees,Flowers (None),140,Single,All leaves have fallen.,41.997975,-87.656977,14622,N Coffey Hall,Chicago,IL,,23437
41516,2014-10-26,2014,10,299,42,Black locust,Robinia pseudoacacia,occ_trees,Fruit (None),150,Single,All leaves have fallen.,41.997975,-87.656977,14622,N Coffey Hall,Chicago,IL,,23437
41517,2014-09-26,2014,9,269,60,Red osier dogwood,Cornus sericea,occ_trees,Leaves Unfolding (None),110,Single,Large plant with eye catching red branches that help the plant stick out from the others. The green leafs have groves in them that could help catch water when it rains.,40,-100,14623,Environmental Sustainability Building,Chicago,IL,,23459
41518,2014-09-26,2014,9,269,60,Red osier dogwood,Cornus sericea,occ_trees,Leaves Changing Color (None),120,Single,Large plant with eye catching red branches that help the plant stick out from the others. The green leafs have groves in them that could help catch water when it rains.,40,-100,14623,Environmental Sustainability Building,Chicago,IL,,23459
41519,2014-09-26,2014,9,269,60,Red osier dogwood,Cornus sericea,occ_trees,Leaves Dropping (None),130,Single,Large plant with eye catching red branches that help the plant stick out from the others. The green leafs have groves in them that could help catch water when it rains.,40,-100,14623,Environmental Sustainability Building,Chicago,IL,,23459
41520,2014-09-26,2014,9,269,60,Red osier dogwood,Cornus sericea,occ_trees,Flowers (None),140,Single,Large plant with eye catching red branches that help the plant stick out from the others. The green leafs have groves in them that could help catch water when it rains.,40,-100,14623,Environmental Sustainability Building,Chicago,IL,,23459
41521,2014-09-26,2014,9,269,60,Red osier dogwood,Cornus sericea,occ_trees,Fruit (None),150,Single,Large plant with eye catching red branches that help the plant stick out from the others. The green leafs have groves in them that could help catch water when it rains.,40,-100,14623,Environmental Sustainability Building,Chicago,IL,,23459
41522,2014-10-09,2014,10,282,65,"Woods' rose",Rosa woodsii,occ_trees,Leaves Unfolding (Late),113,Single,"The phenophase change that took place was the loss of all of the flowers on the shrub.   There is also a 50% color change.  ",41.99851,-87.65776,14624,"Rugosa Rose: A Collection of Observations from Madeline Heller ",Chicago,IL,,23434
41523,2014-10-09,2014,10,282,65,"Woods' rose",Rosa woodsii,occ_trees,Leaves Changing Color (Middle),122,Single,"The phenophase change that took place was the loss of all of the flowers on the shrub.   There is also a 50% color change.  ",41.99851,-87.65776,14624,"Rugosa Rose: A Collection of Observations from Madeline Heller ",Chicago,IL,,23434
41524,2014-10-09,2014,10,282,65,"Woods' rose",Rosa woodsii,occ_trees,Leaves Dropping (None),130,Single,"The phenophase change that took place was the loss of all of the flowers on the shrub.   There is also a 50% color change.  ",41.99851,-87.65776,14624,"Rugosa Rose: A Collection of Observations from Madeline Heller ",Chicago,IL,,23434
41525,2014-10-09,2014,10,282,65,"Woods' rose",Rosa woodsii,occ_trees,Flowers (None),140,Single,"The phenophase change that took place was the loss of all of the flowers on the shrub.   There is also a 50% color change.  ",41.99851,-87.65776,14624,"Rugosa Rose: A Collection of Observations from Madeline Heller ",Chicago,IL,,23434
41526,2014-10-09,2014,10,282,65,"Woods' rose",Rosa woodsii,occ_trees,Fruit (Late),153,Single,"The phenophase change that took place was the loss of all of the flowers on the shrub.   There is also a 50% color change.  ",41.99851,-87.65776,14624,"Rugosa Rose: A Collection of Observations from Madeline Heller ",Chicago,IL,,23434
41527,2014-10-10,2014,10,283,65,"Woods' rose",Rosa woodsii,occ_trees,Leaves Unfolding (Late),113,Single,"On this observation date, the phenophase change was that there was a 50% color change. ",41.99851,-87.65776,14625,Rosa Rugosa Observations by Emily Ayala,Chicago,IL,,23413
41528,2014-10-10,2014,10,283,65,"Woods' rose",Rosa woodsii,occ_trees,Leaves Changing Color (Middle),122,Single,"On this observation date, the phenophase change was that there was a 50% color change. ",41.99851,-87.65776,14625,Rosa Rugosa Observations by Emily Ayala,Chicago,IL,,23413
41529,2014-10-10,2014,10,283,65,"Woods' rose",Rosa woodsii,occ_trees,Leaves Dropping (Middle),132,Single,"On this observation date, the phenophase change was that there was a 50% color change. ",41.99851,-87.65776,14625,Rosa Rugosa Observations by Emily Ayala,Chicago,IL,,23413
41530,2014-10-10,2014,10,283,65,"Woods' rose",Rosa woodsii,occ_trees,Flowers (None),140,Single,"On this observation date, the phenophase change was that there was a 50% color change. ",41.99851,-87.65776,14625,Rosa Rugosa Observations by Emily Ayala,Chicago,IL,,23413
41531,2014-10-10,2014,10,283,65,"Woods' rose",Rosa woodsii,occ_trees,Fruit (Late),153,Single,"On this observation date, the phenophase change was that there was a 50% color change. ",41.99851,-87.65776,14625,Rosa Rugosa Observations by Emily Ayala,Chicago,IL,,23413
41532,2014-10-03,2014,10,276,60,Red osier dogwood,Cornus sericea,occ_trees,Leaves Unfolding (None),110,Single,I did not come across any changes this week. :(,40,-100,14626,Environmental Sustainability Building,Chicago,IL,,23459
41533,2014-10-03,2014,10,276,60,Red osier dogwood,Cornus sericea,occ_trees,Leaves Changing Color (None),120,Single,I did not come across any changes this week. :(,40,-100,14626,Environmental Sustainability Building,Chicago,IL,,23459
41534,2014-10-03,2014,10,276,60,Red osier dogwood,Cornus sericea,occ_trees,Leaves Dropping (None),130,Single,I did not come across any changes this week. :(,40,-100,14626,Environmental Sustainability Building,Chicago,IL,,23459
41535,2014-10-03,2014,10,276,60,Red osier dogwood,Cornus sericea,occ_trees,Flowers (None),140,Single,I did not come across any changes this week. :(,40,-100,14626,Environmental Sustainability Building,Chicago,IL,,23459
41536,2014-10-03,2014,10,276,60,Red osier dogwood,Cornus sericea,occ_trees,Fruit (None),150,Single,I did not come across any changes this week. :(,40,-100,14626,Environmental Sustainability Building,Chicago,IL,,23459
41537,2014-10-10,2014,10,283,60,Red osier dogwood,Cornus sericea,occ_trees,Leaves Unfolding (Early),111,Single,This week i noticed that the leafs went from this really dark green color to now having some spots of yellow.,40,-100,14627,Environmental Sustainability Building,Chicago,IL,,23459
41538,2014-10-10,2014,10,283,60,Red osier dogwood,Cornus sericea,occ_trees,Leaves Changing Color (Early),121,Single,This week i noticed that the leafs went from this really dark green color to now having some spots of yellow.,40,-100,14627,Environmental Sustainability Building,Chicago,IL,,23459
41539,2014-10-10,2014,10,283,60,Red osier dogwood,Cornus sericea,occ_trees,Leaves Dropping (None),130,Single,This week i noticed that the leafs went from this really dark green color to now having some spots of yellow.,40,-100,14627,Environmental Sustainability Building,Chicago,IL,,23459
41540,2014-10-10,2014,10,283,60,Red osier dogwood,Cornus sericea,occ_trees,Flowers (None),140,Single,This week i noticed that the leafs went from this really dark green color to now having some spots of yellow.,40,-100,14627,Environmental Sustainability Building,Chicago,IL,,23459
41541,2014-10-10,2014,10,283,60,Red osier dogwood,Cornus sericea,occ_trees,Fruit (None),150,Single,This week i noticed that the leafs went from this really dark green color to now having some spots of yellow.,40,-100,14627,Environmental Sustainability Building,Chicago,IL,,23459
41542,2014-10-17,2014,10,290,65,"Woods' rose",Rosa woodsii,occ_trees,Leaves Unfolding (Late),113,Single,"The phenophase change that took place was the end of fruit on the tree and the first leaves beginning to fall.  ",41.99851,-87.65776,14628,"Rugosa Rose: A Collection of Observations from Madeline Heller ",Chicago,IL,,23434
41543,2014-10-17,2014,10,290,65,"Woods' rose",Rosa woodsii,occ_trees,Leaves Changing Color (Middle),122,Single,"The phenophase change that took place was the end of fruit on the tree and the first leaves beginning to fall.  ",41.99851,-87.65776,14628,"Rugosa Rose: A Collection of Observations from Madeline Heller ",Chicago,IL,,23434
41544,2014-10-17,2014,10,290,65,"Woods' rose",Rosa woodsii,occ_trees,Leaves Dropping (Early),131,Single,"The phenophase change that took place was the end of fruit on the tree and the first leaves beginning to fall.  ",41.99851,-87.65776,14628,"Rugosa Rose: A Collection of Observations from Madeline Heller ",Chicago,IL,,23434
41545,2014-10-17,2014,10,290,65,"Woods' rose",Rosa woodsii,occ_trees,Flowers (None),140,Single,"The phenophase change that took place was the end of fruit on the tree and the first leaves beginning to fall.  ",41.99851,-87.65776,14628,"Rugosa Rose: A Collection of Observations from Madeline Heller ",Chicago,IL,,23434
41546,2014-10-17,2014,10,290,65,"Woods' rose",Rosa woodsii,occ_trees,Fruit (None),150,Single,"The phenophase change that took place was the end of fruit on the tree and the first leaves beginning to fall.  ",41.99851,-87.65776,14628,"Rugosa Rose: A Collection of Observations from Madeline Heller ",Chicago,IL,,23434
41547,2014-10-17,2014,10,290,60,Red osier dogwood,Cornus sericea,occ_trees,Leaves Unfolding (Early),111,Single,I did not see much of a change this week. The color of the leafs did not get any lighter then last week. Hopefully in the coming weeks I see some big changes,40,-100,14630,Environmental Sustainability Building,Chicago,IL,,23459
41548,2014-10-17,2014,10,290,60,Red osier dogwood,Cornus sericea,occ_trees,Leaves Changing Color (Early),121,Single,I did not see much of a change this week. The color of the leafs did not get any lighter then last week. Hopefully in the coming weeks I see some big changes,40,-100,14630,Environmental Sustainability Building,Chicago,IL,,23459
41549,2014-10-17,2014,10,290,60,Red osier dogwood,Cornus sericea,occ_trees,Leaves Dropping (None),130,Single,I did not see much of a change this week. The color of the leafs did not get any lighter then last week. Hopefully in the coming weeks I see some big changes,40,-100,14630,Environmental Sustainability Building,Chicago,IL,,23459
41550,2014-10-17,2014,10,290,60,Red osier dogwood,Cornus sericea,occ_trees,Flowers (None),140,Single,I did not see much of a change this week. The color of the leafs did not get any lighter then last week. Hopefully in the coming weeks I see some big changes,40,-100,14630,Environmental Sustainability Building,Chicago,IL,,23459
41551,2014-10-17,2014,10,290,60,Red osier dogwood,Cornus sericea,occ_trees,Fruit (None),150,Single,I did not see much of a change this week. The color of the leafs did not get any lighter then last week. Hopefully in the coming weeks I see some big changes,40,-100,14630,Environmental Sustainability Building,Chicago,IL,,23459
41552,2014-10-19,2014,10,292,65,"Woods' rose",Rosa woodsii,occ_trees,Leaves Unfolding (Late),113,Single,"During this observation date, the phenophase change was that the leaves began to fall and there was no longer fruit. ",41.99851,-87.65776,14629,Rosa Rugosa Observations by Emily Ayala,Chicago,IL,,23413
41553,2014-10-19,2014,10,292,65,"Woods' rose",Rosa woodsii,occ_trees,Leaves Changing Color (Middle),122,Single,"During this observation date, the phenophase change was that the leaves began to fall and there was no longer fruit. ",41.99851,-87.65776,14629,Rosa Rugosa Observations by Emily Ayala,Chicago,IL,,23413
41554,2014-10-19,2014,10,292,65,"Woods' rose",Rosa woodsii,occ_trees,Leaves Dropping (Early),131,Single,"During this observation date, the phenophase change was that the leaves began to fall and there was no longer fruit. ",41.99851,-87.65776,14629,Rosa Rugosa Observations by Emily Ayala,Chicago,IL,,23413
